base_torque,imu_pitch,imu_roll,offset_front,offset_rear,omega_body,omega_rel,theta_body,theta_front,theta_rear,theta_rel,timestamp,type,u_front,u_rear
,0.0032676723185919294,-0.0028858464780839007,,,0.0672974448140756,-14.840881734663725,0.004187233560653886,5.776316398763714,5.772143482714155,5.774229940738934,1.908660650253296,state,,
-0.5,,,-0.19263423812095598,-0.19263423812095598,,,,,,,1.9086699485778809,control,-0.24999999999999556,-0.25000000000000444
,0.002312142061462063,0.006917201172477812,,,0.06442403843562897,-20.03763036739467,0.0045178535952755386,5.599969922161156,5.582696009061729,5.591332965611443,1.9138436317443848,state,,
-0.5,,,-0.21878155335853686,-0.21878155335853686,,,,,,,1.9138531684875488,control,-0.25000000000000444,-0.24999999999999556
,-0.0009816386271930442,0.004510258127680842,,,0.06693015769061902,-25.967867590718,0.004868885267945127,5.3675784897256085,5.366643452030203,5.367110970877906,1.9190125465393066,state,,
-0.5,,,-0.24440592229136612,-0.24440592229136612,,,,,,,1.9190220832824707,control,-0.25000000000000444,-0.24999999999999556
,-0.005307986201900284,0.012222294125647029,,,0.0613451918320148,-32.014016413189,0.00517040543798452,5.115825674757481,5.105801208513341,5.110813441635411,1.923990249633789,state,,
-0.5,,,-0.2695178038455388,-0.2695178038455388,,,,,,,1.9239988327026367,control,-0.25,-0.25
,-0.005696930281729532,-0.00024970615829777147,,,0.05837454501771686,-36.796740820406114,0.0052576268163631095,4.851122157135373,4.850298471760416,4.850710314447895,1.9293110370635986,state,,
-0.5,,,-0.294127447768628,-0.294127447768628,,,,,,,1.9293198585510254,control,-0.25,-0.25
,0.000358152135538527,-0.001866916105226558,,,0.05787123989527178,-42.46261139211764,0.0053940663437633055,4.546032834309199,4.550411418984056,4.548222126646627,1.9345061779022217,state,,
-0.5,,,-0.31824489881325546,-0.31824489881325546,,,,,,,1.9345157146453857,control,-0.25,-0.25
,0.005198265564662466,-0.0008272846795754658,,,0.050326152174123735,-47.23510919258521,0.0054362310998412235,4.22602105508874,4.246158783110739,4.23608991909974,1.9397556781768799,state,,
-0.5,,,-0.3418800008369903,-0.3418800008369903,,,,,,,1.9397673606872559,control,-0.25000000000000444,-0.24999999999999556
,0.003728070546791315,-0.00844096068290346,,,0.0466656986869666,-52.27001212111798,0.00536790294681195,3.889581547395906,3.8996322317796244,3.8946068895877652,1.9447085857391357,state,,
-0.5,,,-0.3650424008202505,-0.3650424008202505,,,,,,,1.9447171688079834,control,-0.25,-0.25
,-0.0012072531169595724,-0.002648412778840173,,,0.04413399545975323,-57.381533667638465,0.0053770475873268185,3.516381669180861,3.536311989148392,3.5263468291646265,1.9498741626739502,state,,
-0.5,,,-0.3877415528038455,-0.3877415528038455,,,,,,,1.949883222579956,control,-0.25,-0.25
,0.002403315361898544,-0.001281156235452334,,,0.04199788171218453,-62.49989283909779,0.005433920405745759,3.133360160999316,3.131412136407462,3.1323861487033886,1.9550395011901855,state,,
-0.5,,,-0.4099867217477685,-0.4099867217477685,,,,,,,1.955094575881958,control,-0.24999999999999778,-0.2500000000000022
,-0.010522744001023184,0.00136294319409829,,,0.03979016726248172,-66.56489410602973,0.005430808532823414,2.734123603289892,2.735606743995181,2.7348651736425365,1.960284948348999,state,,
-0.5,,,-0.4317869873128132,-0.4317869873128132,,,,,,,1.960294246673584,control,-0.25,-0.25
,-0.0019036872431466734,0.004502084855266885,,,0.031062549921949012,-71.75007258830706,0.005405614588195025,2.2908373710176306,2.2963428931307375,2.293590132074184,1.965479850769043,state,,
-0.5,,,-0.4531512475665569,-0.4531512475665569,,,,,,,1.965489149093628,control,-0.25,-0.25
,-0.0007698725473356409,-0.0066917632090701396,,,0.028029598032510615,-75.68977680886418,0.005255441029422782,1.8382739913820503,1.8666038244733425,1.8524389079276964,1.9706268310546875,state,,
-0.5,,,-0.47408822261522576,-0.47408822261522576,,,,,,,1.9706361293792725,control,-0.25,-0.25
